Vertice,C,254;Hoja_MTN,C,50;Situacion,C,254;Señal,C,254;Referencia,C,50;Referenc_1,C,50;Referenc_2,C,50;Referenc_3,C,50;X_ED50,N,19,11;Y_ED50,N,19,11;X_ETRS89,N,19,11;Y_ETRS89,N,19,11;Z_Ortometr,N,19,11;Altura,N,19,11;AzmVert1Vi,C,50;Nombre1Vis,C,50;AzmVert2Vi,C,50;Nombre2Vis,C,50;AzmVert3Vi,C,50;Nombre3Vis,C,50;AzmVert4Vi,C,50;Nombre4Vis,C,50;Año,N,9,0;Fecha,D
1646;559;En el bordillo de la C/ Ginzo de Limia, frente al metro de Herrera Oria y a unos 20 m del cruce con la Avd/ Cardenal Herrera Oria.;Clavo Reglamentario.;Farola 11.16;Esquina alcorque 10.64;Esquina alcorque 13.92;Esquina alcorque 10.78;440041,545;4482069,761;439932,221;4481862,258;715,388;766,343;;1328;;1647;;1327;;;2006;30/06/2006
1651;559;En el bordillo de la Avd/ Cardenal Herrera Oria, cruce con la C/ Alicia Baena y frente al Colegio Nuestra Señora del Pino.;Clavo Reglamentario.;Esquina registro 1.07;Esquina registro 1.51;Esquina bordillo 7.18;Esquina registro 3.21;438552,415;4481369,797;438443,084;4481162,309;684,573;735,594;;6765;;1653;;;;;2006;30/06/2006
1652;559;En el bordillo de la C/ Ramón Gómes de la Serna, a la altura de los nº 91, 93, 95 y 97.;Clavo Reglamentario.;Esquina bordillo 8.93;Esquina bordillo 2.30;Esquina bordillo 14.71;Normal a bordillo 2.18;438391,046;4481790,591;438281,719;4481583,104;663,622;714,645;;3330;;6764;;;;;2006;30/06/2006
1653;559;En el bordillo de la Avd/ Cardenal Herrera Oria, junto al nº 331.;Clavo Reglamentario.;Esquina pilar 5.28;Esquina registro 9.20;Esquina pilar 7.31;Esquina registro 9.23;438281,908;4481237,426;438172,576;4481029,94;668,246;719,266;;172;;1651;;;;;2006;30/06/2006
1657;559;En el bordillo de la C/ Monforte de Lemos, en el cruce con la C/ Doctor Ramón Castroviejo.;Clavo Reglamentario.;Esquina registro 3.32;Esquina registro 3.47;Esquina registro 2.78;Esquina bordillo 5.07;439132,292;4481090,553;439022,957;4480883,058;652,324;703,347;;6960;;1658;;;;;2006;30/06/2006
1658;559;En el bordillo interior, en el cruce de la Avd/ Monforte de Lemos con la C/ Vereda de Ganapanes.;Clavo Reglamentario.;Esquina registro 2.48;Esquina registro 3.84;Esquina registro 2.32;Esquina registro 1.93;439384,617;4481158,408;439275,283;4480950,912;664,755;715,773;;1657;;6773;;1659;;;2006;30/06/2006
1659;559;En el bordillo del cruce de la Avd/ Monforte de Lemos con la Avd/ Betanzos.;Clavo Reglamentario.;Esquina registro 6.79;Esquina registro 1.67;Esquina registro 6.88;Esquina registro 1.56;439758,661;4481253,106;439649,328;4481045,605;673,273;724,278;;1658;;1660;;6776;;;2006;30/06/2006
1660;559;En el bordillo de la mediana de la Avd/ Monforte de Lemos, a la altura de la Plaza de Arteijo.;Clavo Reglamentario.;Esquina registro 16.47;Esquina registro 16.49;Esquina registro 1.07;Esquina registro 1.09;440175,447;4481351,883;440066,116;4481144,379;682,173;733,155;;6865;;;;;;;2006;30/06/2006
1661;559;En el bordillo de la Avd/ Cardenal Herrea Oria , a la entrada de la C/ Chapineria.;Clavo Reglamentario.;Esquina registro 8.81;Esquina registro 9.18;Esquina registro 8.79;Soporte señal 5.65;437415,739;4481153,347;437306,408;4480945,869;620,943;671,959;;6767;;1662;;;;;2006;30/06/2006
1662;559;En el bordillo de la Avd/ Cardenal Herrea Oria , a lado de la Escuela de Hacienda Pública.;Clavo Reglamentario.;Esquina registro 6.47;Esquina registro 1.39;Esquina registro 0.88;Esquina muro 6.16;437153,871;4481170,452;437044,54;4480962,978;614,463;665,479;;1661;;1663;;6771;;;2006;30/06/2006
1663;559;En el bordillo de la Avd/ Cardenal Herrea Oria , frente a la C/ Navaluenga.;Clavo Reglamentario.;Esquina registro 0.65;Esquina registro 0.65;Esquina registro 1.28;Esquina registro 1.28;436887,083;4480970,088;436777,751;4480762,617;624,018;675,032;;1662;;6775;;5664;;;2006;30/06/2006
1665;559;En el bordillo de la Avd/ Cardenal Herrea Oria , a 20 m del cruce con la C/ De Sotomontes.;Clavo Reglamentario.;Esquina registro 16.23;Farola 27.37;Esquina registro 16.15;Farola 17.30;436692,833;4480917,983;436583,502;4480710,513;613,987;665,001;;5664;;6775;;;;;2006;30/06/2006
1667;559;En el bordillo de la C/ Rosalia de Castro, a la altura del nº 37.;Clavo Reglamentario.;Esquina registro 11.14;Esquina registro 2.62;Esquina registro 2.93;Esquina registro 4.88;437860,809;4481699,121;437751,482;4481491,638;644,905;695,923;;6763;;1668;;;;;2006;30/06/2006
1668;559;En el bordillo de la C/ Leopoldo Alas Clarín, junto al nº 2 y frente a la C/ Rosalia de Castro.;Clavo Reglamentario.;Esquina registro 2.17;Esquina muro 2.01;Esquina registro 2.38;Esquina muro 6.53;437841,332;4481506,058;437732,003;4481298,577;642,16;693,177;;1667;;1669;;;;;2006;30/06/2006
1669;559;En el bordillo de la C/ Leopoldo Alas Clarín, 20 m  antes del cruce con la C/ Grabiela Mistral y frente al parque.;Clavo Reglamentario.;Farola 9.86;Esquina registro 15.54;Normal a bordillo 1.49;Esquina registro 14.97;437651,687;4481530,779;437542,359;4481323,299;628,524;679,541;;1668;;6769;;6768;;;2006;30/06/2006
1671;559;En el bordillo de la mediana central de la Avd/ Monforte de Lemos, frente al Colegio Publico Principe Felipe.;Clavo Reglamentario.;Esquina bordillo 4.38;Esquina bordillo 4.48;Esquina bordillo 1.09;Esquina bordillo 0.82;440718,253;4481475,758;440608,924;4481268,249;690,29;741,276;;1674;;5670;;6865;;;2006;30/06/2006
1672;559;En el bordillo del cruce de la C/ Ginzo de Limia y C/ melchor Fernández Almagro.;Clavo Reglamentario.;Semaforo 0.93;Esquina registro 4.55;Farola 3.95;Registro 6.21;440498,008;4481156,835;440388,675;4480949,328;695,272;746,248;;1673;;6865;;;;;2006;30/06/2006
1673;559;En el bordillo de la C/ Ginzo de Lima, 20 m antes de la C/ Villa de Marín.;Clavo Reglamentario.;Esquina registro 1071;Esquina jardín 5.18;Esquina registro 10.68;Esquina jardín 3.19;440558,347;4480927,872;440449,012;4480720,365;706,203;757,197;;1672;;1675;;;;;2006;30/06/2006
1674;559;En el bordillo de la mediana de la Av/ Monforte de Lemos, en la unión con la C/ Puentecesures.;Clavo Reglamentario.;Borde semaforo 0.98;Borde semaforo 5.33;Borde farola 13.50;Borde farola 12.25;441041,833;4481434,858;440932,504;4481227,346;702,156;753,154;;1671;;5281;;;;;2006;30/06/2006
1675;559;En el bordillo de la isleta en la C/ Sinesio Delgado, cruce con C/ Ginzo de Limia.;Clavo Reglamentario.;Esquina registro 7.43;Esquina registro 10.65;Esquina registro 7.32;Esquina muro 12.86;440574,209;4480796,165;440464,873;4480588,658;705,452;756,455;;1676;;1673;;6262;;;2006;30/06/2006
1676;559;En el bordillo interior junto a jardín en la C/ Sinesio Delgado, frente al nº 20.;Clavo Reglamentario.;Esquina alcorque 8.86;Esquina alcorque 2.43;Esquina alcorque 9.05;Esquina alcorque 1.89;440772,687;4480929,018;440663,353;4480721,508;715,44;766,44;;1675;;6867;;;;;2006;30/06/2006
1678;559;En bloque de granito en puerta de acceso al Centro de la 3º Edad Jesús Nazareno, en el cruce de la C/ Sinesio Delgado con la Av/ Monforte de Lemos.;Clavo Reglamentario.;Esquina muro 1.46;Esquina muro 0.60;Esquina muro 2.72;Esquina muro 2.30;441651,614;4480861,872;441542,282;4480654,356;734,964;785,977;;1679;;7032;;1283;;;2006;30/06/2006
1679;559;En el bordillo interior de la C/ Sinesio Delgado, entre el Parque de la Ventilla y el Hospital del INSALUD.;Clavo Reglamentario.;Farola 8.93;Normal a bordillo 3.11;Centro registro 21.59;Normal a muro 2.24;441384,588;4480876,35;441275,255;4480668,835;728,671;779,683;;1678;;1680;;;;;2006;30/06/2006
1680;559;En el bordillo interior de la C/ Sinesio Delgado, proximo al Parque de la Ventanilla y en la entrada peatonal del Hospital Carlos III.;Clavo Reglamentario.;Esquina arqueta 1.47;Pie farola 2.68;Esquina muro 1.85;Normal a bordillo 3.09;441127,478;4480884,768;441018,145;4480677,256;723,378;774,387;;1679;;6867;;;;;2006;30/06/2006
1682;559;En el bordillo interior de la acera en la C/ Sinesio Delgado, entre Hipersol y frente al nº 40 que es el Taller Citröen, a 50 m del paso de peatones.;Clavo Reglamentario.;Registro alcantarilla 4.17;Esquina alcorque 1.72;Normal a bordillo 3.12;Farola 2.88;440125,04;4480537,89;440015,7;4480330,387;683,764;734,78;;5682;;1677;;;;;2006;30/06/2006
1683;559;En el bordillo de la C/ Sinesio Delgado, a la altura de los nº 35 y 37 de la C/ Valdeverdeja.;Clavo Reglamentario.;Esquina alcorque 9.65;Esquina alcorque 9.53;Esquina alcorque 1.23;Esquina alcorque 1.73;439527,867;4480032,276;439418,521;4479824,778;669,86;720,878;;1684;;6256;;;;;2006;30/06/2006
1684;559;En el bordillo, en el ramal de acceso a C/ Antonio Machado, junto a parada de BUS.;Clavo Reglamentario.;Esquina parada BUS 1.67;Esquina parada BUS 2.79;Borde farola 3.06;Esquina alcorque 4.20;439174,781;4479914,1;439065,434;4479706,607;682,968;733,984;;3336;;1683;;;;;2006;30/06/2006
1685;559;En el bordillo de la C/ Ofelia Nieto, junto al nº 10.;Clavo Reglamentario.;Esquina registro 7.82;Farola 9.61;Esquina registro 8.00;Farola 7.95;439848,859;4479089,792;439739,325;4478882,329;711,094;762,216;;3351;;7112;;;;;2006;30/06/2006
1688;559;En el bordillo de la C/ Alfredo Marqueire, 30 m antes de llegar a la pasarela que cruza la carretera de Colmenar Viejo.;Clavo Reglamentario.;Farola 11.96;Normal a bordillo 1.60;Farola 17.98;Esquina registro 12.61;441028,946;4482262,204;440919,626;4482054,691;716,415;767,41;;1689;;6911;;;;;2006;30/06/2006
1689;559;En el bordillo interior de la C/ Alfredo Marqueire, en curva junto a acceso a la Avd/ De la Ilustración.;Clavo Reglamentario.;Registro 15.54;Farola 10.81;Registro 15.98;Farola 17.75;441103,938;4482152,197;440994,617;4481944,684;706,411;757,407;;6777;;1688;;;;;2006;30/06/2006
1690;559;En el bordillo de la Avd/ Ventisquero de la Condesa, frente al nº 18 y junto a zona ajardinada y a unos 30 m de la C/ Valle de En medio.;Clavo Reglamentario.;Esquina registro alcantarilla 9.47;Esquina rgistro alcantarilla 24.32;Esquina registro alcantarilla 9.44;Farola 22.24;439379,764;4482368,773;439270,442;4482161,276;693,052;744,064;;6750;;6751;;;;;2006;30/06/2006
1692;559;En el bordillo de la Avd/ Ventisquero de la Condesa, junto a la Glorieta de la pradera de Navarrulaque, frente a I.E.S. Mirasierra.;Clavo Reglamentario.;Esquina paso peatonal 4.67;Esquina paso peatonal 0.47;Normal a muro 3.42;Semaforo 5.22;439411,676;4482716,046;439302,358;4482508,548;686,946;737,958;;5693;;1691;;5692;;3329;2006;30/06/2006
1693;559;En la acera oeste del Ventisquero de la Condesa, al Sur de la entrada de las cocheras del Metropolitano y al Norte del Pasaje de Saceral.;Clavo Reglamentario.;;;;;439382,415;4482888,876;439273,098;4482681,379;679,275;730,289;;1956;;5693;;1692;;5692;2006;30/06/2006
1694;559;En el puente sobre la M-30 en la salida de la Avenida Valladolid dirección Sur. Está en la esquina Sur-este del puente.;Clavo Reglamentario.;;;;;437560,873;4476799,575;437451,49;4476592,101;595,123;646,141;;7055;;7054;;;;;2006;30/06/2006
1695;559;En la mediana de hormigón del puente sobre la M-30 situado entre el vicereptorado de la Complutense y el Club de Campo Villa de Madrid, salida a la C/ Senda del Rey desde la M-30.;Clavo Reglamentario.;;;;;437398,84;4477591,993;437289,468;4477384,519;596,367;647,384;;1696;;7055;;7052;;;2006;30/06/2006
1696;559;Sobre el pretil de hormigón de la esquina Sur-este del puente sobre la M-30 de desvío hacia la A-6 / Avenida de la puerta de hierro en dirección Moncloa (centro).;Clavo Reglamentario.;;;;;437231,386;4478171,893;437122,021;4477964,421;601,336;652,353;;7052;;1685;;;;;2006;30/06/2006
1697;559;La señal está en el pretil de hormigón sobre la esquina Nor-oeste del puente de la A-6 (Avenida de Puerta Hierro) sobre la M-30, 300 m al Sur del monumento de la Puerta de Hierro.;Clavo Reglamentario.;;;;;437045,895;4478569,866;436936,536;4478362,395;597,246;648,263;;6599;;7052;;;;;2006;30/06/2006
170;559;En una zona hormigonada de la unión de las carreteras a El Pardo, una que viene de la N-VI y la otro de la C/ Sinieso Delgado y Avd/ De la Complutense, al Suroeste del Real Club Puerta de Hierro.;Clavo Reglamentario.;Normal a puente y muro 6.21;Normal a muro 3.19;Normal a muro contencion 0.81;;437227,378;4478648,856;437118,02;4478441,383;604,453;655,47;;6599;;7007;;1337;;1697;2006;30/06/2006
171;559;En el centro del paso superior sobre la carretera a El pardo y por esta carretera hasta llegar al desvio de la C/ Arroyofresno y cambio de sentido, en el cambio de sentido y en la mediana.;Clavo Reglamentario.;Esquina interior bordillo 17.57;Esquina interior bordillo 17.60;Normal a bordillo 1.41;Normal a bordillo 1.60;436528,333;4480274,07;436418,996;4480066,602;604,262;655,276;;6598;;7000;;6597;;7001;2006;30/06/2006
1792;559;En el bordillo de la mediana del paso de peatones, en la Avd/ San Luis, frente al nº 19.;Clavo Reglamentario.;Esquina registro 4.99;Esquina registro 2.58;Esquina registro 3.51;Registro 3.51;444720,861;4480558,98;444611,518;4480351,431;716,889;767,908;;6172;;6174;;;;;2006;30/06/2006
1793;559;En el bordillo de la C/ Mar Caspio, cruce con la C/ Arzua.;Clavo Reglamentario.;Esquina muro 7.41;Esquina bordillo 3.87;Esquina registro 11.23;Esquina bordillo 11.45;445233,18;4480742,627;445123,836;4480535,071;706,076;757,101;;6182;;;;;;;2006;30/06/2006
1813;559;En el bordillo de la Vía de los Poblados, al lado del edificio de Argentaria.;Clavo Reglamentario.;Esquina sumidero 2.58;Esquina muro 2.61;Esquina sumidero 2.47;Esquina muro 7.24;446342,759;4480823,925;446233,407;4480616,357;682,413;733,443;;1812;;1818;;;;;2006;30/06/2006
1815;559;En el bordillo de la C/ Hermanos Gascón, al final de ésta y junto a una pinada.;Clavo Reglamentario.;Esquina registro 1.55;Centro registro 5.21;Esquina registro 1.46;Centro registro 6.94;446569,39;4481780,108;446460,044;4481572,541;691,078;742,099;;5815;;6695;;6694;;;2006;30/06/2006
1816;559;En el bordillo de la acera de la C/ Olivar, proximo a la esquina de la tapia del nº 2, en el cruce con la C/ Grama.;Clavo Reglamentario.;Prolongación esquina de muro en acera 2.49;Esquina registro 2.88;Esquina muro 1.53;Esquina registro 1.84;446705,883;4481161,059;446596,531;4480953,489;702,682;753,707;;6530;;1817;;;;;2006;30/06/2006
1817;559;En el bordillo junto al cruce de la C/ Olivar con la C/ Grama.;Clavo Reglamentario.;Esquina muro 8.78;Esquina torre metalica 18.94;Esquina registro 13.46;Esquina registro 5.39;446834,162;4481089,164;446724,809;4480881,593;705,649;756,673;;Feria;;1816;;6531;;;2006;30/06/2006
1818;559;En el hormigón de la pasarela sobre la M-40, a la altura del P,K. 5+300, junto a la salida nº 5 Via Poblados- Avd/ Hortaleza.;Clavo Reglamentario.;Normal a junta dilatación 1.68;Normal a junta dilatación 0.36;Normal a junta dilatación 1.39;Normal a junta dilatación 1.32;446706,134;4480357,206;446596,773;4480149,634;675,096;726,125;;1813;;1784;;;;;2006;30/06/2006
182;559;En la acera de paso superior sobre acceso a la M-30 desde la Avd/ de Cordoba, antigua N-IV, en el desvio de la N-V y la N-VI.;Clavo Reglamentario.;Poste bionda 1.45;Normal a bordillo 0.76;Normal a muro 0.69;Normal a acera 2.93;441755,038;4470573,039;441645,567;4470365,549;582,084;633,11;;9412;;7839;;7840;;12-oct;2006;30/06/2006
1820;559;En el bordillo de Av/ De los Andes, cruce con la M-40 de la Glorieta (Salida 7).;Clavo Reglamentario.;Esquina registro 2.51;Centro semaforo 8.43;Esquina registro 2.06;Centro farola 14.96;447797,728;4478954,6;447688,344;4478747,013;654,961;705,986;;155;;1936;;6603;;3060;2006;30/06/2006
1823;559;En el hormigón del puente sobre la M-40, cruce con la Avd/ De Andalucia.;Clavo Reglamentario.;Esquina muro 2.98;Esquina muro 1.43;Normal a muro 3.00;esquina barandilla 1.08;441120,717;4468637,857;441011,227;4468430,378;597,326;648,362;;303;;7263;;;;;2006;30/06/2006
1825;559;En el bordillo de la C/ Lanjarón, entre los nº 4 y 6.;Clavo Reglamentario.;Esquina registro 11.97;Esquina bordillo 11.94;Farola 4.81;Esquina bordillo 6.47;440455,109;4468798,93;440345,621;4468591,458;591,734;642,771;;7244;;1828;;7245;;;2006;30/06/2006
1827;559;En el bordillo de la C/ Santa Escolástica, frente al bloque nº 8.;Clavo Reglamentario.;Esquina registro 2.85;Esquina alcorque 6.09;Normal a bordillo 1.93;Esquina alcorque 6.15;440846,354;4468346,305;440736,861;4468138,828;604,162;655,199;;1829;;7261;;7262;;;2006;30/06/2006
1828;559;En hormigón del puente que hay en la carretera de Madrid a Villaverde y en el puente sobre la M-40.;Clavo Reglamentario.;Esquina muro 5.00;Esquina bordillo 2.44;Esquina muro 2.08;Esquina bordillo 3.01;440764,475;4468657,458;440654,986;4468449,983;605,604;656,64;;1823;;7261;;7244;;7242;2006;30/06/2006
1829;559;En el bordillo de la C/ Canción del olvido, frente al nº 13.;Clavo Reglamentario.;Esquina muro 1.98;Registro 4.91;Esquina muro 1.11;Registro 3.21;440778,454;4468176,718;440668,959;4467969,24;603,933;654,971;;7260;;1827;;;;;2006;30/06/2006
1833;559;En el bordillo de la C/ Hemandad de Donantes de Sangre, a unos 40 m del portal nº 57.;Clavo Reglamentario.;Esquina muro 4.71;Esquina registro 3.88;Normal a muro 2.01;Farola 1.81;440453,671;4467215,995;440344,167;4467008,517;596,711;647,752;;7356;;7357;;;;;2006;30/06/2006
1835;559;En el bordillo de la C/ Alcocer, en el cruce con la carretera de Madrid a Villaverde, a 100 m al Este de la Estación de Cercanias Puente Alcocer.;Clavo Reglamentario.;Esquina registro 2.34;Esquina registro 1.56;Esquina registro 2.20;Esquina registro 1.37;440285,215;4467070,166;440175,71;4466862,689;590,879;641,92;;1837;;192;;7460;;;2006;30/06/2006
1837;559;En el bordillo del cruce de la carretera de Carabanchel a Villaverde con la C/ Villalonso.;Clavo Reglamentario.;Esquina registro 1.13;Esquina registro 6.61;Esquina registro 0.83;Esquina registro 3.65;440145,995;4467035,034;440036,489;4466827,559;591,253;642,295;;7458;;1835;;;;;2006;30/06/2006
1840;559;En el bordillo de la C/ Alcocer, cruce con la C/ Sacedón.;Clavo Reglamentario.;Centro viga valla 1.12;Registro 10.82;Esquina muro 1.98;Señal trafico 8.64;440834,128;4467025,98;440724,621;4466818,497;590,318;641,359;;7251;;;;;;;2006;30/06/2006
1842;559;En el bordillo de la mediana central de la C/ Villalonso, junto a paso peatonal y a la altura del cruce con la C/ Arroyo Bueno, al Sur del parque publico Jardín de Tio Basilio.;Clavo Reglamentario.;Esquina bordillo 6.52;Esquina bordillo 4.96;Esquina bordillo 2.21;Esquina bordillo 0.92;439772,852;4466982,229;439663,348;4466774,757;592,095;643,137;;1843;;7358;;;;;2006;30/06/2006
1843;559;En el bordillo de la C/ Villalonso, proximo al cruce con la C/ Puebla de Sanabria, junto al nº 1.;Clavo Reglamentario.;Esquina registro 8.10;Esquina alcorque 2.44;Farola 1.92;Esquina bordillo 2.22;439526,208;4466988,406;439416,704;4466780,936;592,474;643,516;;1844;;7457;;;;;2006;30/06/2006
1857;559;En el bordillo interior de la acera de la C/ Algabeño, en el cruce con la C/ Rafael Zufriategui.;Clavo Reglamentario.;Esquina registro 0.54;Esquina registro 7.05;Esquina registro 0.91;Esquina bordillo 1.04;446628,157;4479178,296;446518,784;4478970,723;675,973;726,992;;1858;;6065;;;;;2006;30/06/2006
6237;559;En el bordillo de la isleta de la intersección de la C/ Arroyo de la Media Legua con la C/ Alcalde Garrido Juaristi.;Clavo Reglamentario.;Esquina bordillo 2.92;Esquina bordillo 4.98;Esquina bordillo 5.05;Centro semaforo 5.17;444733,741;4474082,65;444624,306;4473875,096;645,112;696,142;;126;;6324;;;;;2006;30/06/2006
6238;559;En el bordillo de la glorieta de la intersección de la C/ Hacienda de Pavones con C/ Pico de los Artilleros.;Clavo Reglamentario.;Esquina registro 1.40;Esquina registro 1.62;Semáforo 4.28;Normal a bordillo 0.19;445549,202;4472892,623;445439,737;4472685,06;679,818;730,867;;6334;;6335;;;;;2006;30/06/2006
6559;534;Empotrado en hormigón de canaleta. Situada entre la M-607 y el carril-bici. A la altura del pk 17+180, en el margen derecho sentido Colmenar Viejo.;Clavo Reglamentario.;Normal a muro 1.53;Normal a carril-bici 0.08;Zona unión hormigón 2.39;Zona unión hormigón 2.18;440701,028;4488472,806;440591,755;4488265,297;747,832;798,83;;6558;;6560;;;;;2006;30/06/2006
9086;559;Mojón del Canal de Isabel II en el borde del camino.Desde el Ensanche de Vallecas en dirección a la M-45, a 150 mts junto a una alambrada sale otro camino a la derecha, a 750 mts. Cruza otra alambrada donde está el mojón a la izquierda del camino.;Clavo Reglamentario.;Extremo alambrada  19,78;Extremo alambrada  7,28;Normal a camino  1,37;;446929,653;4468342,157;446820,134;4468134,583;616,593;667,626;;9088;;6400;;109;;;2006;30/06/2006
9087;559;Empotrado en el hormigón de soporte para alambrada en desuso. Se accede desde la M-40, tomando la carretera que lleva al Deposito Municipal de Coches y a los Barrranquillos, y en la parte de atrás de estas ultimas hay un vertedero grande y a su izquierda;Clavo Reglamentario.;Pata cartel 5.25;Pata cartel 9.30;Poste cartel 10.78;Borde talud 0.86;445724,731;4467699,366;445615,212;4467491,81;617,795;668,834;;109;;9100;;908;;;2006;30/06/2006
9088;559;Empotrado en roca, situada en la zona más alta del cerro. Se accede desde la carretera de Villaverde-Vallecas, tomando el camino que nace detrás de la E.S.Repsol a la altura del nº 277. Se recorre 1450 m hasta labifurcación, al pasar el arroyo y se gira;Clavo Reglamentario.;;;;;446097,56;4468192,552;445988,044;4467984,989;617,21;668,247;;9087;;109;;9086;;;2006;30/06/2006
9089;559;Empotrado en adoquin de isleta. En la carretera de Villaverde a Vallecas, frente a la nave de SEUR y el comienzo del camino de Pozo Tio Raimundo.;Clavo Reglamentario.;Señal 2.70;Esquina isleta 0.83;Esquina isleta 3.38;;445335,844;4469237,653;445226,339;4469030,098;612,359;663,395;;9076;;6459;;9083;;;2006;30/06/2006
9090;559;Empotrado en bordillo de carril-bici. En el lado noroeste del puente que hay sobre la Avd/ Acentales y sobre el cual pasa el carril-bici.;Clavo Reglamentario.;Normal a bordillo 0.08;Mojón 4.22;Mojón 7.66;Normal a bordillo 6.12;449257,622;4476038,687;449148,193;4475831,081;685,595;736,63;;9156;;;;;;;2006;30/06/2006
9091;559;Empotrado en losa de hormigón. En el borde de talud de escombrera dando vista a C.T.Madrid y a las vías del F.F.C.C,.al sur del cruce entre las vías y la carretera que enlaza la M-40 con la A-2.;Clavo Reglamentario.;;;;;451117,541;4476822,036;451008,117;4476614,409;652,377;703,407;;9104;;9106;;9107;;;2006;30/06/2006
6290;559;En la acera de los numeros impares de la C/ Alcala, junto a la entrada a parque y frente a la C/ Miguel Yuste y una gasolinera.;Clavo Reglamentario.;Esquina alcantarilla 1.02;Esquina alcantarilla 0.36;Esquina paso peatones 0.73;Esquina alcorque 0.18;447057,685;4477142,122;446948,283;4476934,542;676,478;727,5;;6025;;6113;;;;;2006;30/06/2006
6291;559;En el bordillo de la mediana de la rotonda que hay tomando el desvio por la N-III sentido Madrid a Vicalvaro-Vallecas-Valdebernardo.;Clavo Reglamentario.;Señal 2.39;Normal a bordillo 0.19;Poste señal 6.53;Poste señal 5.81;447609,438;4471679,904;447499,947;4471472,316;664,05;715,091;;6292;;5617;;;;;2006;30/06/2006
6303;559;En el bordillo de la C/ Jose Bergamin, a unos 60 m antes de llegar a la travesía del mismo nombre.;Clavo Reglamentario.;Cambio de color acera 1.46;Cambio de color acera 2.23;Farola 2.82;Arbol 4.43;446171,026;4473834,645;446061,574;4473627,074;687,438;738,476;;6301;;2646;;;;;2006;30/06/2006
6304;559;En el bordillo del paso de peatones de la C/ Hacienda de Pavones, frente a la Farmacia.;Clavo Reglamentario.;Esquina alcorque 1.05;Esquina alcorque 1.59;Registro Isb. II 5.93;Normal a bordillo 0.08;446241,926;4472608,647;446132,451;4472401,075;681,784;732,83;;6331;;6302;;;;;2006;30/06/2006
3214;559;En la isleta central de la C/ Pedroñeras, en el cruce con la C/ del Provencio.;Clavo Reglamentario.;Señal de tráfico 2.71;Esquina exterior de bordillo 2.22;Esquina exterior de bordillo 3.65;Esquina exterior de bordillo 4.78;446708,452;4479636,43;446599,083;4479428,857;675,064;726,083;;1791;;6145;;6148;;;2006;30/06/2006
3219;559;En la acera de la C/ Cabellera de Berenice, en el puente sobre la M-40, a la altura del número 38 de dicha calle.;Clavo Reglamentario.;Esquina barandilla 10.50;Farola 1.17;Esquina bordillo barandilla 15.13;Esquina cambio de solado 10.61;433455,949;4480580,563;433346,63;4480373,13;657,473;708,482;;3221;;7177;;;;;2006;30/06/2006
3221;559;En el bordillo de la C/ Cabellera de Berenice, a la altura del número 35.;Clavo Reglamentario.;Esquina bordillo con pared 3.00;Esquina registro 22.25;Centro registro 9.88;Centro farola 16.95;433645,063;4480610,188;433535,744;4480402,753;654,488;705,497;;3219;;7176;;;;;2006;30/06/2006
3224;559;En el bordillo del Camino de la Zarzuela, en el borde del puente que pasa sobre la M-40.;Clavo Reglamentario.;Junta de dilatación 1.10;Esquina paneles de insonorización 2.80;Final paneles de insonorización 6.62;Registro de alcantarillado 10.73;433093,749;4480251,377;432984,427;4480043,948;658,143;709,153;;547;;3223;;3226;;;2006;30/06/2006
3229;559;En la isleta redonda central de la glorieta que une las calles Camino de la Zarzula, C/ Blanca de Castilla y C/ de las Pléyades.;Clavo Reglamentario.;Centro alcantarilla 0.45;Señal de tráfico 1.62;Señal de tráfico 17.77;Señal de tráfico 13.75;433653,477;4479800,263;433544,151;4479592,829;658,776;709,787;;7172;;7180;;;;;2006;30/06/2006
3231;559;En bordillo de la C/ Lasalle, a la altura del número 4, en el bordillo opuesto.;Clavo Reglamentario.;Centro registro gas 4.46;Esquina torre eléctrica 6.74;Esquina muro 12.90;Centro alcantarilla 15.15;433910,693;4479982,957;433801,368;4479775,52;654,729;705,74;;7175;;7180;;;;;2006;30/06/2006
3234;559;En el bordillo de la C/ Ganímedes, en el cruce con la C/ El Áuriga.;Clavo Reglamentario.;Esquina alcantarilla 5.77;Centro registro 9.72;Esquina bordillo jardín 3.07;Esquina bordillo jardín 6.70;434070,112;4480266,075;433960,789;4480058,636;646,824;697,835;;7174;;3235;;;;;2006;30/06/2006
3235;559;Sobre el bordillo en la intersección de la C/ Ganimedes con la Travesía de Ganimedes, frente al nº 9 de dicha calle.;Clavo Reglamentario.;Esquina registro alcantarilla 1.53;Esquina registro alcantarilla 1.73;Esquina registro alumbrado 3.18;Farola 3.67;433986,896;4480266,166;433877,573;4480058,728;646,89;697,9;;3234;;3236;;;;;2006;30/06/2006
3236;559;En bordillo de la Avda. de Valdemarín, frente a la Travesía de Ganímedes y a un parque infantil. Junto al número 78 de la primera.;Clavo Reglamentario.;Farola 8.42;Esquina arqueta 6.17;Centro boca de riego 0.50;Farola 16.59;434003,375;4480453,449;433894,054;4480246,01;642,861;693,871;;1720;;3235;;1719;;;2006;30/06/2006
324;534;A unos 80 m al Este de la carretera del Mingorrubio frente al Palacio de El Pardo en la parte superior de zona Abancalada, próximo a ruinas y árbol aislado.;Clavo Reglamentario Hormigón.;;;;;434644,74;4485887,236;434535,458;4485679,783;622,536;673,537;;6595;;6914;;;;;2006;30/06/2006
